,Period,espresso Lungo Sales,cappuccino classic Sales,Caramel flavor syrup Sales,Latte Classic Sales,cappuccino Grande Sales,Espresso with cream Sales,espresso classic Sales,Hazelnut flavor syrup Sales
668,01/11/2013,67.0,44.0,34.0,14.0,19.0,14.0,2.0,29.0
669,02/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,03/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,04/11/2013,84.0,45.0,6.0,11.0,13.0,12.0,7.0,36.0
672,05/11/2013,64.0,36.0,18.0,17.0,13.0,18.0,2.0,30.0
673,06/11/2013,65.0,28.0,20.0,16.0,19.0,10.0,3.0,12.0
674,07/11/2013,59.0,36.0,21.0,12.0,20.0,9.0,5.0,18.0
675,08/11/2013,57.0,25.0,20.0,14.0,9.0,7.0,4.0,48.0
676,09/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,10/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,11/11/2013,71.0,33.0,16.0,15.0,24.0,15.0,9.0,19.0
679,12/11/2013,71.0,39.0,35.0,14.0,10.0,11.0,5.0,30.0
680,13/11/2013,76.0,32.0,22.0,12.0,16.0,14.0,4.0,20.0
681,14/11/2013,57.0,29.0,8.0,10.0,15.0,14.0,5.0,19.0
682,15/11/2013,70.0,36.0,16.0,7.0,11.0,11.0,4.0,18.0
683,16/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,17/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,18/11/2013,90.0,52.0,20.0,13.0,20.0,19.0,4.0,14.0
686,19/11/2013,70.0,41.0,10.0,11.0,6.0,7.0,6.0,14.0
687,20/11/2013,77.0,37.0,17.0,17.0,10.0,14.0,7.0,6.0
688,21/11/2013,69.0,38.0,22.0,14.0,15.0,17.0,7.0,10.0
689,22/11/2013,76.0,33.0,20.0,9.0,14.0,14.0,9.0,26.0
690,23/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,24/11/2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,25/11/2013,87.0,45.0,12.0,9.0,11.0,15.0,5.0,22.0
693,26/11/2013,71.0,38.0,32.0,11.0,16.0,25.0,3.0,28.0
694,27/11/2013,52.0,31.0,18.0,6.0,18.0,11.0,3.0,16.0
695,28/11/2013,75.0,35.0,12.0,13.0,15.0,12.0,4.0,26.0
696,29/11/2013,60.0,44.0,16.0,14.0,10.0,14.0,3.0,26.0
697,30/11/2013,,,,,,,,
698,01/12/2013,,,,,,,,
699,02/12/2013,,,,,,,,
700,03/12/2013,,,,,,,,
701,04/12/2013,,,,,,,,
702,05/12/2013,,,,,,,,
703,06/12/2013,,,,,,,,
